Name;Straße;PLZ;Ort;Land;Betriebsstandort;Region;Telefon;E-Mail;Quelle
Kroyer (Hauptstrasse 55);Hauptstrasse 55;7092;Winden am See;AT;Burgenland;Leithaberg;+43 660 5553613;weinbau@kroyer.at;ÖWM-Betriebssuche
Kruisz;Eisenstädter Straße 48;7011;Siegendorf;AT;Burgenland;Leithaberg;+43 2687 8351;;ÖWM-Betriebssuche
Krumpeck;Neusiedler Straße 78;7081;Schützen am Gebirge;AT;Burgenland;Leithaberg;+43 2684 2373;;ÖWM-Betriebssuche
Krutzler;Winzerstraße 68;7474;Deutsch Schützen-Eisenberg;AT;Burgenland;Südburgenland;+43 664 1431983;weingut@krutzler.at;ÖWM-Betriebssuche
Kugler (Obere Hauptstrasse);Obere Hauptstrasse 60;7121;Weiden am See;AT;Burgenland;Neusiedlersee;+43 2167 7250;;ÖWM-Betriebssuche
Kugler (Lisztstrasse);Lisztstrasse 15;7092;Winden am See;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Kugler Vinum Saxum;Heidegasse 4;7062;St.Margarethen i.Burgenland;AT;Burgenland;Leithaberg;+43 2680 7061;info@kuglerwein.at;ÖWM-Betriebssuche
Julius Kuhm;Neubaugasse 5;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 676 842618814;service@kuhm.at;ÖWM-Betriebssuche
Kummer (Stiftsgasse);Stiftsgasse 6;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 664 3443658;eduard.pacher@web.de;ÖWM-Betriebssuche
Kummer (Quergasse);Quergasse 1;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 699 11176655;info@weingut-kummer.at;ÖWM-Betriebssuche
Kummer-Schuster;Erzherzog-Friedrich- Strasse 9;7131;Halbturn;AT;Burgenland;Neusiedlersee;+43 699 17910230;office@rainerwein.com;ÖWM-Betriebssuche
Kurtz;Bachgasse 6;7092;Winden am See;AT;Burgenland;Leithaberg;+43 2160 7493;;ÖWM-Betriebssuche
Kurz;Hauptplatz 12;7521;Eberau;AT;Burgenland;Südburgenland;+43 3323 2532;;ÖWM-Betriebssuche
Kusmits;Hauptstraße 73;7081;Schützen am Gebirge;AT;Burgenland;Leithaberg;+43 2684 2809;;ÖWM-Betriebssuche
Kutrovatz;Untere Hauptstrasse 27;7041;Wulkaprodersdorf;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Köllerhaus (Hotterweg);Hotterweg 66;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 68571;koeller@bkf.at;ÖWM-Betriebssuche
Köllerhaus (Wienerstrasse);Wienerstrasse 35;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 62772;;ÖWM-Betriebssuche
Königshofer;Untere Hauptstraße 34;7100;Neusiedl am See;AT;Burgenland;Neusiedlersee;+43 699 11850173;office@koenigshofer-wein.at;ÖWM-Betriebssuche
Köstner;Prangerstrasse 5;7091;Breitenbrunn;AT;Burgenland;Leithaberg;+43 676 6361893;office@biohof-koestner.at;ÖWM-Betriebssuche
Küfler;Stiftgasse 32;7123;Mönchhof;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Lackner (Weinberggasse);Weinberggasse 15;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 2685 551;;ÖWM-Betriebssuche
Lackner (Apetloner Strasse);Apetloner Strasse 15;7132;Frauenkirchen;AT;Burgenland;Neusiedlersee;+43 2172 3102;;ÖWM-Betriebssuche
Laczko Alfons;Badersdorf 64;7512;Badersdorf;AT;Burgenland;Südburgenland;;weingut@laczko.at;ÖWM-Betriebssuche
Landauer;J. Haydngasse 5;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 2685 278;weingut@landauer.info;ÖWM-Betriebssuche
Landesweingut Burgenland - Weinbauschule;Neusiedlerstrasse 6;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 63644;lfs.eisenstadt@weinbauschule.at;ÖWM-Betriebssuche
Lang (Lindengasse 16);Lindengasse 16;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8489;;ÖWM-Betriebssuche
Lang (Lange Zeile);Lange Zeile 36;7311;Neckenmarkt;AT;Burgenland;Mittelburgenland;+43 2610 2719;weingut.lang@aon.at;ÖWM-Betriebssuche
Lang (Lindengasse 8);Lindengasse 8;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8376;g.a-lang@aon.at;ÖWM-Betriebssuche
Lang (Söllnergasse);Söllnergasse 12;7161;Sankt Andrä am Zicksee;AT;Burgenland;Neusiedlersee;+43 2176 3530;;ÖWM-Betriebssuche
Lang (Nussau);Nussau 13;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8595;;ÖWM-Betriebssuche
Lang (Raiffeisenstrasse);Raiffeisenstrasse 1;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8305;;ÖWM-Betriebssuche
Lang Ernst & Renate;Obere Hauptstrasse 3;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 21050;info@weingut-lang.at;ÖWM-Betriebssuche
Helmut Lang;Quergasse 5;7142;Illmitz See;AT;Burgenland;Neusiedlersee;+43 2175 2923;office@helmutlang.at;ÖWM-Betriebssuche
Rotweine Lang;Herrengasse 2;7311;Neckenmarkt;AT;Burgenland;Mittelburgenland;+43 2610 42384;office@rotweinelang.at;ÖWM-Betriebssuche
Lange;Am Anger 12;7312;Horitschon;AT;Burgenland;Mittelburgenland;+43 2610 3251;;ÖWM-Betriebssuche
Lantschbauer;Dr.-Ratzgasse 3;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 316 272372;;ÖWM-Betriebssuche
Lass;Josefistrasse 8;7132;Frauenkirchen;AT;Burgenland;Neusiedlersee;+43 2172 2163;;ÖWM-Betriebssuche
Lassl;Wiener Neustädter Strasse 60;7032;Sigleß;AT;Burgenland;Leithaberg;+43 2626 71381;office@weingut-lassl.at;ÖWM-Betriebssuche
Laubenkeller Miehl;Hauptstrasse 47;7062;St.Margarethen i.Burgenland;AT;Burgenland;Leithaberg;+43 2680 3544;;ÖWM-Betriebssuche
Leban;Untere Hauptstrasse 41;2421;Kittsee;AT;Burgenland;Neusiedlersee;+43 2143 2234;info@gasthaus-leban.at;ÖWM-Betriebssuche
Leberl (Kleinhöfleiner Hauptstrasse);Kleinhöfleiner Hauptstrasse 9;7000;Eisenstadt;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Leberl (Hauptstrasse);Hauptstrasse 91;7051;Großhöflein;AT;Burgenland;Leithaberg;+43 2682 67800;weingut@leberl.at;ÖWM-Betriebssuche
Lebmann;Mittlere Hauptstrasse 5;2425;Nickelsdorf;AT;Burgenland;Neusiedlersee;+43 2146 2232;;ÖWM-Betriebssuche
Leeb (Kirchenplatz);Kirchenplatz 23;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 61013;;ÖWM-Betriebssuche
Leeb (Brunnengasse);Brunnengasse 11;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 68817;;ÖWM-Betriebssuche
Leeb (Kleinhöfleiner Hauptstraße);Kleinhöfleiner Hauptstraße 23;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 63861;;ÖWM-Betriebssuche
Leeb (Hauptstrasse);Hauptstrasse 41;7092;Winden am See;AT;Burgenland;Leithaberg;+43 2160 8255;;ÖWM-Betriebssuche
Leeb Hermann;Stiftgasse 1;7092;Winden am See;AT;Burgenland;Leithaberg;+43 664 9172719;info@weingut-leeb.at;ÖWM-Betriebssuche
Leeb - Pelzmann;Untere Hauptstraße 9;7162;Tadten;AT;Burgenland;Neusiedlersee;+43 2176 2296;;ÖWM-Betriebssuche
Lehner (Kirchengasse);Kirchengasse 47;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 73270;;ÖWM-Betriebssuche
Lehner (Schulgasse 19);Schulgasse 19;2443;Leithaprodersdorf;AT;Burgenland;Neusiedlersee;+43 2255 6574;;ÖWM-Betriebssuche
Lehner (Wiener Straße);Wiener Straße 130;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 61005;;ÖWM-Betriebssuche
Lehner (Dr. Alfred Ratzgasse);Dr. Alfred Ratzgasse 2;7071;Rust;AT;Burgenland;Ruster Ausbruch;;winzerhof-lehner@gmx.at;ÖWM-Betriebssuche
Lehner (Schulgasse 11);Schulgasse 11;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 2683 2469;testtest@gamil.com;ÖWM-Betriebssuche
Lehner Erwin u. Sigrid;Neustiftgasse 15;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2647;weingut.lehner@bnet.at;ÖWM-Betriebssuche
Thomas Lehner;Druschplatz 1;7122;Gols;AT;Burgenland;Neusiedlersee;+43 660 1690920;lehner.1@icloud.com;ÖWM-Betriebssuche
Lehrner;Wiesengasse 29;7312;Horitschon;AT;Burgenland;Mittelburgenland;+43 2610 42525;office@weinbau-lehrner.at;ÖWM-Betriebssuche
Lehrner e.U. Paul;Hauptstrasse 56;7312;Horitschon;AT;Burgenland;Mittelburgenland;+43 664 4556999;weingut@paul-lehrner.at;ÖWM-Betriebssuche
Leichtl;Bruckerg.18;7093;Jois;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Leidl;Neusiedlerstraße 6;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 676 7043999;weingut-leidl@bnet.at;ÖWM-Betriebssuche
Leidl-Hermann;Fellnergasse 34a;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Leidl-Putz;Sätzgasse 13;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 2683 5118;leidl.putz@purbach.at;ÖWM-Betriebssuche
Leitgeb (Sportplatzgasse);Sportplatzgasse 6;7032;Sigleß;AT;Burgenland;Leithaberg;+43 2626 7594;;ÖWM-Betriebssuche
Leitgeb (Weinberggasse);Weinberggasse 7;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 2685 380;wein@leitgeb-rust.at;ÖWM-Betriebssuche
Leitner;Quellengasse 33;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2593;weingut@leitner-gols.at;ÖWM-Betriebssuche
Lendl (Obere Hauptstraße);Obere Hauptstraße 21;7553;Bocksdorf;AT;Burgenland;Südburgenland;+43 664 5038808;weinbau.lendl@gmail.com;ÖWM-Betriebssuche
Lendl (Luising);Luising 20;7522;Strem;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Lengauer;Kirchengasse 36;7143;Apetlon;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Lentsch (Hauptstrasse);Hauptstrasse 68b;7082;Donnerskirchen;AT;Burgenland;Leithaberg;+43 2683 8108;info@weingut-lentsch.at;ÖWM-Betriebssuche
Lentsch (Untere Hauptstrasse);Untere Hauptstrasse 60;7093;Jois;AT;Burgenland;Leithaberg;+43 664 2124179;info@winzerhof-lentsch.at;ÖWM-Betriebssuche
Lentsch (Ratschin);Ratschin 35;7123;Mönchhof;AT;Burgenland;Neusiedlersee;;lentsch.k@aon.at;ÖWM-Betriebssuche
Seegut Lentsch;Neusiedlerstrasse 40;7141;Podersdorf am See;AT;Burgenland;Neusiedlersee;+43 660 6548405;info@seegut-lentsch.com;ÖWM-Betriebssuche
Leser Inge & Pepi;Ödenburger Strasse 9;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 2613 89644;leser@weingut-leser.at;ÖWM-Betriebssuche
Leyrer;Hauptstrasse 19;7152;Pamhagen;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Lichtenberger González;Seestrasse 42;7091;Breitenbrunn;AT;Burgenland;Leithaberg;+43 664 3426861;office@lichtenbergergonzalez.at;ÖWM-Betriebssuche
Lichtscheidl;Schanzstraße 52;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 68598;kontakt@weingut-lichtscheidl.com;ÖWM-Betriebssuche
Lidy;Obere Hauptstrasse 2;7162;Tadten;AT;Burgenland;Neusiedlersee;+43 676 9210671;lidy@bnet.at;ÖWM-Betriebssuche
Liegenfeld;Johannesstrasse 25;7082;Donnerskirchen;AT;Burgenland;Leithaberg;+43 2683 8307;weingut@liegenfeld.at;ÖWM-Betriebssuche
Manfred Limbeck;Obere Hauptstrasse 62;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2292;weinbau@limbeck.at;ÖWM-Betriebssuche
Limp;Mittlere Haupstrasse 45;2425;Nickelsdorf;AT;Burgenland;Neusiedlersee;+43 2146 2752;;ÖWM-Betriebssuche
Lindenhof;Lindengasse 18;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8227;wg.lindenhof@aon.at;ÖWM-Betriebssuche
Liszt;Hauptstrasse 10;2443;Leithaprodersdorf;AT;Burgenland;Neusiedlersee;+43 2255 6227;office@lisztwein.at;ÖWM-Betriebssuche
Loos;Illmitzerstraße 2;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 676 3346570;office@weingut-loos.at;ÖWM-Betriebssuche
Lorenz;Am Tafelberg 23;8380;Jennersdorf;AT;Burgenland;Südburgenland;+43 676 4557551;info@weinbau-lorenz.at;ÖWM-Betriebssuche
Luisser;Hagensdorf 22;7522;Strem;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Luntsch;Eisenstädterstrasse;7093;Jois;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Lunzer (Obere Hauptstrasse);Obere Hauptstrasse 20;7162;Tadten;AT;Burgenland;Neusiedlersee;+43 699 11366275;heinrich@weingutlunzer.at;ÖWM-Betriebssuche
Lunzer (Untere Hauptstrasse);Untere Hauptstrasse 98;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 3364;weingut.mg.lunzer@aon.at;ÖWM-Betriebssuche
Lunzer (Breitenäcker);Breitenäcker 1;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2500;weingut@heinrich-lunzer.at;ÖWM-Betriebssuche
Lunzer Erwin u. Ingrid;Am Berg 7;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2314;info@weingut-lunzer.at;ÖWM-Betriebssuche
Lunzer Georg;Sportplatzgasse 4;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2776;georglunzer@aon.at;ÖWM-Betriebssuche
Löffler Winklhofer;Gartenweg 15;7503;Welgersdorf;AT;Burgenland;Südburgenland;+43 664 88194781;office@loeffler-winklhofer.at;ÖWM-Betriebssuche
Löschnauer;Lisztstrasse 1;7321;Raiding;AT;Burgenland;Mittelburgenland;;;ÖWM-Betriebssuche
MAD;Antonigasse 1;7063;Oggau am Neusiedler See;AT;Burgenland;Leithaberg;+43 2685 7207;office@weingut-mad.at;ÖWM-Betriebssuche
Mack & Schühle AG;Untere Hauptstrasse 19;7122;Gols;AT;Burgenland;Neusiedlersee;+43 664 6209330;geribeck@a1.net;ÖWM-Betriebssuche
Mad & Wine GmbH;Antonigasse 1;7063;Oggau am Neusiedler See;AT;Burgenland;Leithaberg;;office@madini.at;ÖWM-Betriebssuche
Mader;Eisenstädter Strasse 78;7081;Schützen am Gebirge;AT;Burgenland;Leithaberg;+43 2684 2121;;ÖWM-Betriebssuche
Magdalenenhof Kaiser;Kleinhöfleiner Hauptstrasse 86;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 68624;kaiser@magdalenenhof.at;ÖWM-Betriebssuche
Magedler;Hauptstraße 66;7361;Lutzmannsburg;AT;Burgenland;Mittelburgenland;+43 2615 87722;;ÖWM-Betriebssuche
Maixner;Dorfstraße 50;7474;Deutsch Schützen-Eisenberg;AT;Burgenland;Südburgenland;+43 3365 2525;;ÖWM-Betriebssuche
Manfred Leeb - Das Weiner-leeb-nis;Am Platzl 8;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 72055;;ÖWM-Betriebssuche
Mann Rita und Walter;Triftsteig 4;7063;Oggau am Neusiedler See;AT;Burgenland;Leithaberg;+43 664 73747819;walter.mann@aon.at;ÖWM-Betriebssuche
Marczinger;Bundesstrasse 31;7093;Jois;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Margl;Hauptstrasse 30;7092;Winden am See;AT;Burgenland;Leithaberg;+43 2160 7422;;ÖWM-Betriebssuche
Mariel;Untere Hauptstrasse 51;7041;Wulkaprodersdorf;AT;Burgenland;Leithaberg;+43 2687 62995;office@mariel.at;ÖWM-Betriebssuche
Mariell;Hauptstrasse 74;7051;Großhöflein;AT;Burgenland;Leithaberg;+43 2682 61522;weinundschnaps@mariell.at;ÖWM-Betriebssuche
Marinits;Untere Hauptstrasse 9;7041;Wulkaprodersdorf;AT;Burgenland;Leithaberg;+43 2687 62977;office@marinits.at;ÖWM-Betriebssuche
Markus Tschida;Illmitzerstrasse 8;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 2175 2533;office@markus-tschida.at;ÖWM-Betriebssuche
Marlovits;Tiefer Weg;7471;Rechnitz;AT;Burgenland;Südburgenland;+43 664 4300877;wein@marlovits.cc;ÖWM-Betriebssuche
Martin Pasler;Obere Hauptstrasse 44;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 8374;office@martinpasler.com;ÖWM-Betriebssuche
Marx (Blumentalgasse);Blumentalgasse 44;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8844;;ÖWM-Betriebssuche
Marx (Herrengasse);Herrengasse 4;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8255;;ÖWM-Betriebssuche
Maszlovits;Hauptstrasse 34;7201;Neudörfl;AT;Burgenland;Rosalia;;;ÖWM-Betriebssuche
Mate;Hauptstrasse 43;7011;Siegendorf;AT;Burgenland;Leithaberg;+43 2687 42116;;ÖWM-Betriebssuche
Matthias Wendelin;Feldgasse 3;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2485;office@matthias-wendelin.at;ÖWM-Betriebssuche
Mattis;Deutsch Ehrensdorf 54;7522;Strem;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Matyas;Moschendorf 159;7540;Krottendorf;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Mayer;Eisenstädter Straße 13;7082;Donnerskirchen;AT;Burgenland;Leithaberg;+43 2683 8197;winzermeistermayer@gmail.com;ÖWM-Betriebssuche
Mayer Robert;Untere Bahngasse 26;7131;Halbturn;AT;Burgenland;Neusiedlersee;+43 664 6369445;robertg.mayer@aon.at;ÖWM-Betriebssuche
Mayrhofer;Hauptstrasse 36;7312;Horitschon;AT;Burgenland;Mittelburgenland;+43 2610 42326;office@weingut-mayrhofer.at;ÖWM-Betriebssuche
Meczywor;Dorfstr. 52;7474;Deutsch Schützen-Eisenberg;AT;Burgenland;Südburgenland;+43 3365 2529;;ÖWM-Betriebssuche
Meinklang;Apetlonerstraße 38;7152;Pamhagen;AT;Burgenland;Neusiedlersee;+43 2174 216811;office@meinklang.at;ÖWM-Betriebssuche
Meitz;Hauptstraße 46;8383;Welten;AT;Burgenland;Südburgenland;+43 664 3867040;info@weingut-meitz.at;ÖWM-Betriebssuche
Melanie und Ronald Herczeg;Maria Weinberg 121;7521;Gaas;AT;Burgenland;Südburgenland;+43 664 9186545;office@weinherczeg.com;ÖWM-Betriebssuche
Meltsch;Gartengasse 24;7474;Hannersdorf;AT;Burgenland;Südburgenland;+43 3365 2613;;ÖWM-Betriebssuche
Menitz;Untere Hauptstraße 31;2443;Leithaprodersdorf;AT;Burgenland;Neusiedlersee;+43 676 5031698;menitzgeorg@aon.at;ÖWM-Betriebssuche
Merum;Sandgasse 7;7162;Tadten;AT;Burgenland;Neusiedlersee;+43 676 7204888;heinz.wurzinger@gmx.at;ÖWM-Betriebssuche
Messetler;Sandgrube 9;7143;Apetlon;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Meszaros;Obere Hauptstraße 17;7162;Tadten;AT;Burgenland;Neusiedlersee;+43 2176 2127;;ÖWM-Betriebssuche
Michlits;Hauptgasse 20;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 2173 80630;lisimichlits@gmx.at;ÖWM-Betriebssuche
Michlits-Stadlmann;Hauptstrasse 12;7161;Sankt Andrä am Zicksee;AT;Burgenland;Neusiedlersee;+43 664 2536498;office@weingut-stadlmann.com;ÖWM-Betriebssuche
Migschitz;Seegasse 13;7063;Oggau am Neusiedler See;AT;Burgenland;Leithaberg;+43 2685 7214;;ÖWM-Betriebssuche
Weingut Migsich;Kleine Zeile 66;7042;Antau;AT;Burgenland;Leithaberg;+43 2687 62253;office@migsich.at;ÖWM-Betriebssuche
Mikovits;Moschendorf 157;7540;Krottendorf;AT;Burgenland;Südburgenland;+43 3324 569;;ÖWM-Betriebssuche
Mild;Hauptstraße 59;7052;Müllendorf;AT;Burgenland;Leithaberg;+43 2682 65922;;ÖWM-Betriebssuche
Millner;Untere Hauptstrasse 43;7121;Weiden am See;AT;Burgenland;Neusiedlersee;+43 2167 7587;service@weinbau-millner.at;ÖWM-Betriebssuche
Mingler;Bahnstraße 70;7064;Oslip;AT;Burgenland;Leithaberg;+43 2684 2287;mingler-weine@gmx.at;ÖWM-Betriebssuche
Mittl;St. Kathrein 34;7474;Hannersdorf;AT;Burgenland;Südburgenland;+43 3365 2588;weingut.mittl@a1.net;ÖWM-Betriebssuche
Mock;Wiener Straße 72;7100;Neusiedl am See;AT;Burgenland;Neusiedlersee;+43 2167 2693;;ÖWM-Betriebssuche
Mollatz;Hauptstraße 9;7081;Schützen am Gebirge;AT;Burgenland;Leithaberg;+43 2684 2254;;ÖWM-Betriebssuche
Moravitz;Hauptstraße 1 a;7023;Zemendorf;AT;Burgenland;Leithaberg;+43 2626 5167;;ÖWM-Betriebssuche
Moric - Roland Velich;Kirchengasse 3;7051;Großhöflein;AT;Burgenland;Leithaberg;+43 664 4003231;office@moric.at;ÖWM-Betriebssuche
Moritz (Schulgasse);Schulgasse 1;7312;Horitschon;AT;Burgenland;Mittelburgenland;+43 2610 43220;office@blaufraenkisch.at;ÖWM-Betriebssuche
Moritz (Basteig.);Basteig.11;7461;Stadtschlaining;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Moritzhof;Günserstrasse 18;7312;Horitschon;AT;Burgenland;Mittelburgenland;+43 2610 2401;;ÖWM-Betriebssuche
Moser;Untere Hauptstrasse 71;7121;Weiden am See;AT;Burgenland;Neusiedlersee;+43 699 19864210;office@moser-wein.at;ÖWM-Betriebssuche
Moser Hans;St. Georgener Hauptstrasse 13;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 66607;weingut@hans-moser.at;ÖWM-Betriebssuche
Moser Weine GmbH;Am Heideboden 1;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2272;office@moserweine.at;ÖWM-Betriebssuche
Muntner;Schulgasse 5;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 2683 5557;weingut@muntner.at;ÖWM-Betriebssuche
Munzenrieder (Kirchengasse);Kirchengasse 4;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 2175 24893;;ÖWM-Betriebssuche
Munzenrieder (Obere Hauptstraße);Obere Hauptstraße 38;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 3567;;ÖWM-Betriebssuche
Mädl;Hauptgasse 23;7123;Mönchhof;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Mühlgassner;Dreifaltigkeitsstrasse 72;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 64473;weinbau.muehlgassner@bkf.at;ÖWM-Betriebssuche
Müllner (Obere Hauptstrasse);Obere Hauptstrasse 9/11;7100;Neusiedl am See;AT;Burgenland;Neusiedlersee;+43 2167 3395;office@weinbau-muellner.com;ÖWM-Betriebssuche
Müllner (Oberbildein);Oberbildein 36;7521;Eberau;AT;Burgenland;Südburgenland;+43 3323 2561;lfsguessing-direktion@aon.at;ÖWM-Betriebssuche
Münzenrieder;Wallernerstrasse 27;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 2175 2259;info@muenzenrieder.at;ÖWM-Betriebssuche
Nebenmayer;Eisenstädter Strasse 30;7091;Breitenbrunn;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Neckenmarkt die Winzer eGen;Harkauerweg 2;7311;Neckenmarkt;AT;Burgenland;Mittelburgenland;+43 2610 42388;diewinzer@neckenmarkt.at;ÖWM-Betriebssuche
Neff - Perepatics Christopher;Neubaugasse 11;7141;Podersdorf am See;AT;Burgenland;Neusiedlersee;+43 660 3456980;office@neff-wein.at;ÖWM-Betriebssuche
Nehrer;St. Georgener Hauptstrasse 16;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 650 5322103;weingut@nehrer.at;ÖWM-Betriebssuche
Nekowitsch (Untere Hauptstrasse);Untere Hauptstrasse 17;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 699 12341468;office@weinbau-nekowitsch.at;ÖWM-Betriebssuche
Nekowitsch (Urbanusgasse);Urbanusgasse 2;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2039;nekowitsch.weine@aon.at;ÖWM-Betriebssuche
Nestor Wine;Lerchengasse 6;7131;Halbturn;AT;Burgenland;Neusiedlersee;+43 699 15262601;mail@nestor.wine;ÖWM-Betriebssuche
Neubauer Andreas;Mittelgasse 6;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 2613 89748;office@weingut-neubauer.at;ÖWM-Betriebssuche
Neuberghof;Bundesstrasse 12;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 8379;;ÖWM-Betriebssuche
Neuwirth (Hofgasse);Hofgasse 1;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 68333;;ÖWM-Betriebssuche
Neuwirth (Hauptstrasse);Hauptstrasse 105;7051;Großhöflein;AT;Burgenland;Leithaberg;+43 2682 67977;;ÖWM-Betriebssuche
Nevrkla;Am Wehrturm 3;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 664 4312460;nevrkla@aon.at;ÖWM-Betriebssuche
Niegl;Hauptstrasse 12;7000;Eisenstadt;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Nier Fine Wines;Kreuzjoch 1;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 2173 80885;nier-group@speed.at;ÖWM-Betriebssuche
Niessl;Bundesstrasse 23;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 8234;wein@weingut-niessl.at;ÖWM-Betriebssuche
Nikles;Apfelstraße 35;7543;Kukmirn;AT;Burgenland;Südburgenland;+43 3328 32081;info@nikles.at;ÖWM-Betriebssuche
Nittnaus;Neubaugasse 2 Nittnaus;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2522;weingut@nitt-wein.at;ÖWM-Betriebssuche
Nittnaus Anita & Hans;Untere Hauptstrasse 49;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2248;office@nittnaus.at;ÖWM-Betriebssuche
Gebrüder Nittnaus;Untere Hauptstrasse 105;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2186;weingut@nittnaus.net;ÖWM-Betriebssuche
Winzerhaus Nittnaus;Obere Hauptstrasse 32;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2622;office@nittnaus-gols.at;ÖWM-Betriebssuche
Noe;Moschendorf 100;7540;Krottendorf;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Sibylle und Josef Novak;Parkstraße 12;7131;Halbturn;AT;Burgenland;Neusiedlersee;+43 664 4535807;sibylle.novak@gmx.at;ÖWM-Betriebssuche
