Name;Straße;PLZ;Ort;Land;Betriebsstandort;Region;Telefon;E-Mail;Quelle
Siedler (Kuffern);Kuffern 32;3125;Kuffern;AT;Niederösterreich;Traisental;;franz@weinhof-siedler.at;ÖWM-Betriebssuche
Siegert;Hornerstrasse 22;3701;Großweikersdorf;AT;Niederösterreich;Wagram;+43 2955 70385;wein@weingut-siegert.at;ÖWM-Betriebssuche
Siegl;Zaussenberg 14;3701;Großweikersdorf;AT;Niederösterreich;Wagram;+43 2278 2501;;ÖWM-Betriebssuche
Sigl;Rossatz 175;3602;Rossatz-Arnsdorf;AT;Niederösterreich;Wachau;+43 2714 6302;wein@weingut-sigl.at;ÖWM-Betriebssuche
Sikora & Graf;Wildendürnbach 73;2164;Wildendürnbach;AT;Niederösterreich;Weinviertel;+43 699 19266616;weinmacherei.sikoragraf@gmail.com;ÖWM-Betriebssuche
Sikora-Schiessler;Ambach 20;3124;Oberwölbling;AT;Niederösterreich;Traisental;+43 2786 2030;shop@sikora-schiessler.at;ÖWM-Betriebssuche
Siller;Priel 23;3541;Senftenberg;AT;Niederösterreich;Kremstal;+43 2719 2505;;ÖWM-Betriebssuche
Simlinger;Dross 99;3552;Droß;AT;Niederösterreich;Kremstal;+43 2719 2446;;ÖWM-Betriebssuche
Simmet;Hauptstrasse 228;2252;Angern an der March;AT;Niederösterreich;Weinviertel;+43 2283 2201;;ÖWM-Betriebssuche
Simonides Johannes;Wiener Straße 36;2120;Wolkersdorf im Weinviertel;AT;Niederösterreich;Weinviertel;+43 650 4834489;office@weinbausimonides.at;ÖWM-Betriebssuche
Skryanz;Hauptstrasse 18;2511;Pfaffstätten;AT;Niederösterreich;Thermenregion;+43 2252 49748;;ÖWM-Betriebssuche
Small Crotch Winery;Zeißelthal 4;2221;Groß-Schweinbarth;AT;Niederösterreich;Weinviertel;+43 664 3074129;office@smallcrotchwinery.at;ÖWM-Betriebssuche
Smöch u. Sohn;Joching 55;3610;Weißenkirchen in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2839;info@landhaus-smoech.at;ÖWM-Betriebssuche
Sommer;Frauenberg 7;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;;sr.sommer@gmx.at;ÖWM-Betriebssuche
Sommerauer;Dorfstrasse 6;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 2736 7226;;ÖWM-Betriebssuche
Sommerbauer (Hochstrasse);Hochstrasse 67;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 1 8659447;;ÖWM-Betriebssuche
Sommerbauer (Semlergasse);Semlergasse 4;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 1 8692792;;ÖWM-Betriebssuche
Sommerbauer (Sonnbergstrasse);Sonnbergstrasse 14;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 1 8698723;;ÖWM-Betriebssuche
Sonnenhügel;Herrengasse 30;2074;Unterretzbach;AT;Niederösterreich;Weinviertel;+43 2942 20674;office@weingut-sonnenhuegel.at;ÖWM-Betriebssuche
Sovik;Hauptstrasse 59;2504;Sooß;AT;Niederösterreich;Thermenregion;+43 2252 87393;office@sovik.at;ÖWM-Betriebssuche
Spangl;Gasse 2;2276;Reintal;AT;Niederösterreich;Weinviertel;+43 2557 5000;wein@weingut-spangl.at;ÖWM-Betriebssuche
Spannagl;Marktplatz 3;3133;Traismauer;AT;Niederösterreich;Traisental;+43 2783 8405;;ÖWM-Betriebssuche
Spatzierer;Europastrasse 26;2193;Wilfersdorf;AT;Niederösterreich;Weinviertel;+43 2552 37777;weinbau.spatzierer@aon.at;ÖWM-Betriebssuche
Sperber;Dorfstraße 25;3714;Niederschleinz;AT;Niederösterreich;Weinviertel;+43 2959 2086;sperber_wolfgang@gmx.at;ÖWM-Betriebssuche
Spiegelhofer (Brunnengasse);Brunnengasse 30;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 1 8693919;;ÖWM-Betriebssuche
Spiegelhofer (Hochstrasse);Hochstrasse 75;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 1 8659102;;ÖWM-Betriebssuche
Spielauer (Baumgarten am Wagram);Baumgarten am Wagram 24;3701;Großweikersdorf;AT;Niederösterreich;Wagram;+43 2955 70367;info@weingut-spielauer.at;ÖWM-Betriebssuche
Spielauer (Weinstraße);Weinstraße 1;3562;Mollands;AT;Niederösterreich;Kamptal;+43 2734 3641;;ÖWM-Betriebssuche
Spielauer Martin;Weinstraße 1;3562;Mollands;AT;Niederösterreich;Kamptal;+43 660 4901033;simon@spielauer.at;ÖWM-Betriebssuche
Spitzhüttl;Hauptstrasse 72;2454;Sarasdorf;AT;Niederösterreich;Carnuntum;+43 2169 2385;;ÖWM-Betriebssuche
Springer;Am Graben 22;2465;Höflein;AT;Niederösterreich;Carnuntum;+43 2162 62752;;ÖWM-Betriebssuche
Spusu Wein GmbH;Marktplatz 11;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 670 6708010;veronika.pichler@spusu.at;ÖWM-Betriebssuche
Späth;Poysdorferstrasse 121;2143;Großkrut;AT;Niederösterreich;Weinviertel;+43 664 4019758;info@weingut-spaeth.at;ÖWM-Betriebssuche
Stacher;Herrengasse 42;2222;Bad Pirawarth;AT;Niederösterreich;Weinviertel;+43 664 5060279;stacher-wein@aon.at;ÖWM-Betriebssuche
Stadler (Am Schulberg);Am Schulberg 192;2185;Prinzendorf an der Zaya;AT;Niederösterreich;Weinviertel;+43 699 12197716;office@weingutstadler.at;ÖWM-Betriebssuche
Stadler (Falkenstein);Falkenstein 104;2162;Falkenstein;AT;Niederösterreich;Weinviertel;+43 2554 85417;info@weingut-stadler.com;ÖWM-Betriebssuche
Stadler (Grosswiesendorf);Grosswiesendorf 15a;3701;Großweikersdorf;AT;Niederösterreich;Wagram;+43 650 5600230;mail@weinbau-stadler.at;ÖWM-Betriebssuche
Stadler (Milchhausstrasse);Milchhausstrasse 20;2213;Bockfließ;AT;Niederösterreich;Weinviertel;+43 2288 6083;h-stadler@gmx.at;ÖWM-Betriebssuche
Stadlmann;Wiener Strasse 41;2514;Traiskirchen;AT;Niederösterreich;Thermenregion;+43 2252 52343;kontakt@stadlmann-wein.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Stadt Krems;Stadtgraben 11;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 20226;office@weingutstadtkrems.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Stagel Elfriede;Roseldorf 5;3714;Sitzendorf an der Schmida;AT;Niederösterreich;Weinviertel;+43 2959 2860;r.stagel@aon.at;ÖWM-Betriebssuche
Stalzer;Zornberg 6;3620;Spitz;AT;Niederösterreich;Wachau;+43 664 2400010;office@weingut-stalzer.at;ÖWM-Betriebssuche
Staribacher Roman;Kirchenplatz 8;2011;Sierndorf;AT;Niederösterreich;Weinviertel;+43 676 9408740;roman@buschenschank-staribacher.com;ÖWM-Betriebssuche
Staringer (Hauptstraße);Hauptstraße 17, Stillfried;2262;Stillfried;AT;Niederösterreich;Weinviertel;+43 699 17216533;office@weingut-staringer.at;ÖWM-Betriebssuche
Staringer (Wintergasse);Wintergasse 11;2252;Angern an der March;AT;Niederösterreich;Weinviertel;+43 2283 2579;;ÖWM-Betriebssuche
Staritzbüchler;Mollands 64;3562;Schönberg;AT;Niederösterreich;Kamptal;+43 2733 8426;staritzbuechler@kamptalweingut.at;ÖWM-Betriebssuche
Stark;Obere Hauptstraße 38;2070;Kleinhöflein;AT;Niederösterreich;Weinviertel;+43 699 11814484;starkandreas@aon.at;ÖWM-Betriebssuche
Starnberger;Hauptstraße 55;2245;Velm-Götzendorf;AT;Niederösterreich;Weinviertel;+43 2538 85433;;ÖWM-Betriebssuche
Stattin;Gföhlerstrasse 44;3552;Lengenfeld;AT;Niederösterreich;Kremstal;+43 2719 2605;office@weinbaustattin.at;ÖWM-Betriebssuche
Stauber;Oberrußbacherstraße 13;3702;Oberrußbach;AT;Niederösterreich;Weinviertel;+43 2955 70411;willkommen@stauber-wein.com;ÖWM-Betriebssuche
Staudenmayer Dagmar und Günther;Wetzmannsthal 8;3130;Herzogenburg;AT;Niederösterreich;Traisental;+43 2782 85684;g.staudenmayer@inode.at;ÖWM-Betriebssuche
Staudigl;Matzner Strasse 9;2223;Klein-Harras;AT;Niederösterreich;Weinviertel;+43 2574 8703;office@weinbau-staudigl.at;ÖWM-Betriebssuche
Stauffer (Hauptstrasse);Hauptstrasse 167;3492;Etsdorf am Kamp;AT;Niederösterreich;Kamptal;+43 2735 2802;;ÖWM-Betriebssuche
Stauffer (Weinbergstraße);Weinbergstraße 38;3491;Elsarn im Straßertal;AT;Niederösterreich;Kamptal;+43 664 3617714;info@winzerhof-stauffer.at;ÖWM-Betriebssuche
Staut;Feldgasse 5;2212;Großengersdorf;AT;Niederösterreich;Weinviertel;+43 2245 88160;;ÖWM-Betriebssuche
Stefan Buchmayer;Pillersdorf 63;2073;Pillersdorf;AT;Niederösterreich;Weinviertel;+43 650 3536828;office@stefan-buchmayer.at;ÖWM-Betriebssuche
Stefan Gallee;Inzersdorf 302;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 2532 2325;stefan.gallee@gmx.at;ÖWM-Betriebssuche
Stefan Lang Handels Gmbh;Gobelsburger Kellergasse 32-34;3550;Gobelsburg;AT;Niederösterreich;Kamptal;+43 676 3354348;;ÖWM-Betriebssuche
Stefan Schönauer;Jetzelsdorf Nr. 111;2053;Jetzelsdorf;AT;Niederösterreich;Weinviertel;+43 2944 2839;weingut.schoenauer@gmail.com;ÖWM-Betriebssuche
Stefan und Gabi Bauer;Grossriedenthal 55 Stefan und Gabi Bauer;3471;Großriedenthal;AT;Niederösterreich;Wagram;+43 2279 7242;office@stefan-bauer.at;ÖWM-Betriebssuche
Steinbatz (Hauptstrasse);Hauptstrasse 40;3494;Gedersdorf;AT;Niederösterreich;Kremstal;+43 2735 8318;marlene.steinbatz.wein@gmail.com;ÖWM-Betriebssuche
Steinbatz (Untere Haupstraße);Untere Haupstraße 6;3485;Gedersdorf;AT;Niederösterreich;Kremstal;+43 664 9124846;weinbau.steinbatz@gmx.at;ÖWM-Betriebssuche
Steineder (Maustrenk);Maustrenk 107;2225;Maustrenk;AT;Niederösterreich;Weinviertel;+43 2532 2470;steineder@steineder-wein.at;ÖWM-Betriebssuche
Steineder (Sommerseite);Sommerseite 12;2225;Loidesthal;AT;Niederösterreich;Weinviertel;+43 664 9178875;johannes.steineder@gmx.at;ÖWM-Betriebssuche
Steiner (Albrechtsstrasse);Albrechtsstrasse 5;2511;Pfaffstätten;AT;Niederösterreich;Thermenregion;+43 2252 87653;office@steiner-weinbau.at;ÖWM-Betriebssuche
Steiner (Neusiedlerstrasse);Neusiedlerstrasse 19;3134;Nußdorf ob der Traisen;AT;Niederösterreich;Traisental;+43 664 3728408;wein.steiner@gmx.at;ÖWM-Betriebssuche
Steiner (Schilternerstrasse);Schilternerstrasse 46;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 664 75072624;steiner@hauermandl.at;ÖWM-Betriebssuche
Steiner Thomas;Hauptstrasse 67;2504;Sooß;AT;Niederösterreich;Thermenregion;+43 2252 48964;;ÖWM-Betriebssuche
Steiner-Schlegl;Wachaustrasse 46;3133;Traismauer;AT;Niederösterreich;Traisental;+43 2783 8696;;ÖWM-Betriebssuche
Steinfelderhof Hartl;Fabrikstrasse 11;2522;Oberwaltersdorf;AT;Niederösterreich;Thermenregion;+43 2253 6388;;ÖWM-Betriebssuche
Steinfellner;Nr. 58;2164;Wildendürnbach;AT;Niederösterreich;Weinviertel;+43 2523 6741;;ÖWM-Betriebssuche
Steininger;Walterstrasse 2;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 2372;office@weingut-steininger.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Steinkellner;Markt 12;3484;Grafenwörth;AT;Niederösterreich;Wagram;+43 2738 2384;info@weinbau-steinkellner.at;ÖWM-Betriebssuche
Steinmetz;Rossatz 53;3602;Rossatz-Arnsdorf;AT;Niederösterreich;Wachau;;;ÖWM-Betriebssuche
Steinschaden (Alte Postgasse);Alte Postgasse 1;3721;Limberg;AT;Niederösterreich;Weinviertel;+43 2958 88366;;ÖWM-Betriebssuche
Steinschaden (Karglstrasse);Karglstrasse 34;3553;Schiltern;AT;Niederösterreich;Kamptal;+43 2734 8204;;ÖWM-Betriebssuche
Steinschaden (Untere Strasse);Untere Strasse 14;3553;Schiltern;AT;Niederösterreich;Kamptal;+43 2734 8514;;ÖWM-Betriebssuche
Steinschaden (Wiener Strasse);Wiener Strasse 2;3481;Fels am Wagram;AT;Niederösterreich;Wagram;+43 664 1412359;weinbau.steinschaden@a1.net;ÖWM-Betriebssuche
Steinschaden (Zwettlerstrasse);Zwettlerstrasse 111;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 2227;weinbau@steinschaden.at;ÖWM-Betriebssuche
Steinschaden Andreas;Hauptstraße 18;3492;Etsdorf am Kamp;AT;Niederösterreich;Kamptal;+43 650 8129585;andreas.steinschaden@a1.net;ÖWM-Betriebssuche
Stella;Niederabsdorf 26;2272;Ringelsdorf-Niederabsdorf;AT;Niederösterreich;Weinviertel;+43 2536 7960;;ÖWM-Betriebssuche
Stelzl Ida;Dorfstraße 22;2191;Atzelsdorf;AT;Niederösterreich;Weinviertel;+43 680 2123951;michael-stelzl@aon.at;ÖWM-Betriebssuche
Stetina;Grünz 10;3123;Obritzberg-Rust;AT;Niederösterreich;Traisental;+43 2786 2374;;ÖWM-Betriebssuche
Steurer (Am Anger);Am Anger 11;3485;Grafenegg;AT;Niederösterreich;Kamptal;+43 2735 5659;mail@weingaertnerei-steurer.at;ÖWM-Betriebssuche
Steurer (Hauptstrasse);Hauptstrasse 15;2402;Haslau an der Donau;AT;Niederösterreich;Carnuntum;+43 676 6017729;weinbau.steurer@haslau.at;ÖWM-Betriebssuche
Steurer Maier;Ortsring 91;3485;Grafenegg;AT;Niederösterreich;Kamptal;+43 2735 5124;info@weinbau-steurer-maier.at;ÖWM-Betriebssuche
Steyrer;Pointweg 10;3125;Statzendorf;AT;Niederösterreich;Traisental;+43 664 3811399;traisental@weingut-steyrer.at;ÖWM-Betriebssuche
Steyrer Gertrude;Obere Hauptstraße 4;2141;Ameis;AT;Niederösterreich;Weinviertel;+43 2524 2925;;ÖWM-Betriebssuche
Stiberitz;Untere Hauptstrasse 18;2471;Prellenkirchen;AT;Niederösterreich;Carnuntum;+43 2145 2155;;ÖWM-Betriebssuche
Stich;Hauptstraße 32;2203;Manhartsbrunn;AT;Niederösterreich;Weinviertel;;;ÖWM-Betriebssuche
Stich Traubengenuss;Im Graben 1;3452;Trasdorf;AT;Niederösterreich;Wagram;+43 676 6143926;stefan.stich@aon.at;ÖWM-Betriebssuche
Stich-Gaismayer;Herrengasse 37;2222;Bad Pirawarth;AT;Niederösterreich;Weinviertel;+43 664 8307207;office@weingut-stich.at;ÖWM-Betriebssuche
Stich-Keller Laimer;Kellergasse 131;2103;Langenzersdorf;AT;Niederösterreich;Weinviertel;+43 660 8578822;laimer@stichkeller.at;ÖWM-Betriebssuche
Stierschneider Ewald und Veronika;Ottenschlager Strasse 30;3620;Spitz;AT;Niederösterreich;Wachau;+43 2713 2254;weinhotel@wvnet.at;ÖWM-Betriebssuche
Stierschneider Franz;Auf der Burg 133;3610;Weißenkirchen in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2329;office@weingut-stierschneider.at;ÖWM-Betriebssuche
Stierschneider Richard;Oberloiben 23;3601;Dürnstein;AT;Niederösterreich;Wachau;+43 2732 77750;info@pwg-stierschneider.at;ÖWM-Betriebssuche
Stierschneider Urbanushof;Oberloiben 17;3601;Dürnstein;AT;Niederösterreich;Wachau;+43 2732 72750;weingut@urbanushof.cc;ÖWM-Betriebssuche
Stierschneider- Kartäuserhof Karl;Kremser Strasse 6;3610;Weißenkirchen in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2374;info@stierschneider.at;ÖWM-Betriebssuche
Stift;Lange Zeile 6;3743;Röschitz;AT;Niederösterreich;Weinviertel;+43 2984 3144;office@winzerhof-stift.at;ÖWM-Betriebssuche
Stift Göttweig;Göttweig 1;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 2732 20226;office@weingutstiftgoettweig.at;ÖWM-Betriebssuche
Stift Klosterneuburg;Stiftsplatz 1;3400;Klosterneuburg;AT;Niederösterreich;Wagram;+43 2243 411522;weingut@stift-klosterneuburg.at;ÖWM-Betriebssuche
Stiftsweingut Herzogenburg;Wielandsthal 1;3130;Herzogenburg;AT;Niederösterreich;Traisental;+43 664 1731422;office@stiftsweingut-herzogenburg.com;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Stinzl;Steinebrunn 115;2165;Steinebrunn;AT;Niederösterreich;Weinviertel;+43 664 2104554;josef.stinzl@gmx.at;ÖWM-Betriebssuche
Stix;Hofrat-Döltl-Strasse 6;2243;Matzen-Raggendorf;AT;Niederösterreich;Weinviertel;+43 660 4929260;bio@weingutstix.at;ÖWM-Betriebssuche
Stockinger Johannes;Roseldorf 7;3714;Sitzendorf an der Schmida;AT;Niederösterreich;Weinviertel;;stockinger7@gmx.at;ÖWM-Betriebssuche
Stockinger Rita GesBR;Hollabrunner Straße 59;2020;Oberfellabrunn;AT;Niederösterreich;Weinviertel;+43 2952 34622;rita.stockinger@aon.at;ÖWM-Betriebssuche
Stockingerhof;;3601;Dürnstein;AT;Niederösterreich;Wachau;+43 2711 384;office@stockingerhof.at;ÖWM-Betriebssuche
Stoiber (Dobermannsdorferstrasse);Dobermannsdorferstrasse 298;2182;Palterndorf-Dobermannsdorf;AT;Niederösterreich;Weinviertel;+43 664 4549220;info@weinbau-stoiber.at;ÖWM-Betriebssuche
Stoiber (Oberer Weinzierlberg);Oberer Weinzierlberg 22;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 680 2364904;info@stoiber-wein.at;ÖWM-Betriebssuche
Stoiber Weine;Lundenburgerstrasse 92;2193;Wilfersdorf;AT;Niederösterreich;Weinviertel;+43 2573 2317;office@stoiber-weine.at;ÖWM-Betriebssuche
Stopfer;Minichhofen 7 Stopfer;3720;Ravelsbach;AT;Niederösterreich;Weinviertel;+43 650 6150150;office@weingut-stopfer.at;ÖWM-Betriebssuche
Stopfer Herbert;Hohenwarth 73;3472;Hohenwarth-Mühlbach a.M.;AT;Niederösterreich;Weinviertel;+43 2957 254;stopfer-weine@aon.at;ÖWM-Betriebssuche
Stopfer Thomas;Ruppersthal 41;3701;Ruppersthal;AT;Niederösterreich;Wagram;+43 676 6661188;office@weinhof-stopfer.at;ÖWM-Betriebssuche
Strahammer;Gaiselberg 11;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 2532 88605;;ÖWM-Betriebssuche
Strahammer Leo;Gösting 160;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 2532 2639;leo.strahammer@tmo.at;ÖWM-Betriebssuche
Straitz & Straitz;Kirchengasse 4;2352;Gumpoldskirchen;AT;Niederösterreich;Thermenregion;+43 664 4974983;weinbau@straitz.com;ÖWM-Betriebssuche
Strasser (Getzersdorfer Str.);Getzersdorfer Str. 20;3134;Reichersdorf;AT;Niederösterreich;Traisental;+43 660 6828922;winzerhof-strasser@aon.at;ÖWM-Betriebssuche
Strasser (Hauptstrasse 12);Hauptstrasse 12;2272;Ringelsdorf-Niederabsdorf;AT;Niederösterreich;Weinviertel;+43 2536 7403;strasser.na12@aon.at;ÖWM-Betriebssuche
Strasser (Hauptstrasse 15 Strasser);Hauptstrasse 15 Strasser;2511;Pfaffstätten;AT;Niederösterreich;Thermenregion;+43 2252 42042;r.strasser@kabsi.at;ÖWM-Betriebssuche
Strasser (Mistelbacherstrasse);Mistelbacherstrasse 28;2193;Wilfersdorf;AT;Niederösterreich;Weinviertel;+43 2573 25793;friedrich.strasser@gmx.at;ÖWM-Betriebssuche
Strasser (Wienerstrasse);Wienerstrasse 40;2193;Hobersdorf;AT;Niederösterreich;Weinviertel;+43 2573 25185;strasser.gerh@aon.at;ÖWM-Betriebssuche
Strauss Johann;In der Leithen 75;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 73841;wein@johann-strauss.com;ÖWM-Betriebssuche
STRAWANZER Donabaum;In der Spitz 3;3620;Spitz;AT;Niederösterreich;Wachau;+43 2713 2644;weingut@donabaum.at;ÖWM-Betriebssuche
Strebl;Zlabern 42;2135;Neudorf im Weinviertel;AT;Niederösterreich;Weinviertel;+43 2523 8770;;ÖWM-Betriebssuche
Strebl Biofritzl;Drasenhofen 86;2165;Drasenhofen;AT;Niederösterreich;Weinviertel;+43 2554 8192;fs@biofritzl.at;ÖWM-Betriebssuche
Streiterhof;Leesdorfer Hauptstrasse 64;2500;Baden;AT;Niederösterreich;Thermenregion;+43 2252 80253;office@streiterhof.at;ÖWM-Betriebssuche
Strell (Hauptstrasse);Hauptstrasse 26;3704;Heldenberg;AT;Niederösterreich;Weinviertel;+43 2956 2347;weinbau@strell.at;ÖWM-Betriebssuche
Strell (Radlbrunn);Radlbrunn 138;3710;Radlbrunn;AT;Niederösterreich;Weinviertel;+43 2956 2466;info@weinhof-brandl.at;ÖWM-Betriebssuche
Strobl (Eibesthal);Oberort 78;2130;Eibesthal;AT;Niederösterreich;Weinviertel;+43 664 73729480;leo.strobl@gmx.at;ÖWM-Betriebssuche
Strobl (Hauptplatz);Hauptplatz 19;2203;Großebersdorf;AT;Niederösterreich;Weinviertel;+43 2245 5487;biohof-strobl@gmx.at;ÖWM-Betriebssuche
Strobl (Laaerstraße);Laaerstraße 29;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 664 4565228;office@strobl-weingut.at;ÖWM-Betriebssuche
Strobl (Mistelbach);Oberort 78;2130;Mistelbach;AT;Niederösterreich;Weinviertel;+43 2572 5804;info@strobl-weine.at;ÖWM-Betriebssuche
Strobl (Obere Hauptstrasse);Obere Hauptstrasse 21;2222;Bad Pirawarth;AT;Niederösterreich;Weinviertel;+43 2574 3612;;ÖWM-Betriebssuche
Strobl (Oberfellabrunn);Oberfellabrunn 31;2020;Hollabrunn;AT;Niederösterreich;Weinviertel;+43 2952 2989;info@strobl-weine.at;ÖWM-Betriebssuche
Strobl (Sommerzeile);Sommerzeile 20;2222;Kollnbrunn;AT;Niederösterreich;Weinviertel;+43 2574 29643;;ÖWM-Betriebssuche
Strobl (Winzerstraße);Winzerstraße 29;2223;Martinsdorf;AT;Niederösterreich;Weinviertel;+43 2574 8718;ludwigstrobl@aon.at;ÖWM-Betriebssuche
Strobl Clemens Weinmanufaktur;Mitterstockstall 6;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 2279 29777;office@clemens-strobl.at;ÖWM-Betriebssuche
Strobl Lorenz;Wilhelmsdorferstraße 24;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 699 17461686;office@wein-strobl.at;ÖWM-Betriebssuche
Strobl Lorenz und Maria;Hauptstraße 31;2124;Niederkreuzstetten;AT;Niederösterreich;Weinviertel;+43 2263 8270;lorenz.strobl@aon.at;ÖWM-Betriebssuche
Strobl Lukas;Hauptstrasse 47;2124;Niederkreuzstetten;AT;Niederösterreich;Weinviertel;+43 676 9404010;weingut.strobl@gmx.at;ÖWM-Betriebssuche
Strohmayer;Ortsstraße 24;2011;Oberhautzental;AT;Niederösterreich;Weinviertel;+43 2267 2857;weinbau.strohmayer@gmail.com;ÖWM-Betriebssuche
Strohschneider;Winzerstraße 12;2070;Obernalb;AT;Niederösterreich;Weinviertel;+43 650 4417666;contact@weingut-strohschneider.at;ÖWM-Betriebssuche
Strom;Weinstraße 8;3562;Mollands;AT;Niederösterreich;Kamptal;+43 2733 8225;strom@weinbau-strom.at;ÖWM-Betriebssuche
Stubenvoll;Siebenhirtner Hauptstraße 57;2130;Mistelbach;AT;Niederösterreich;Weinviertel;+43 2572 3985;;ÖWM-Betriebssuche
Studeny;Hauptstrasse 80;2504;Sooß;AT;Niederösterreich;Thermenregion;+43 2252 87311;studeny.walter@aon.at;ÖWM-Betriebssuche
Studeny Herbert;Obermarkersdorf 174;2073;Schrattenthal;AT;Niederösterreich;Weinviertel;+43 2942 8252;office@studeny.at;ÖWM-Betriebssuche
Stur;Obere Hauptstrasse 11;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 699 11074073;zugast@winzerhaus-stur.at;ÖWM-Betriebssuche
Stuttner Johannes;Josef Dabsch Straße 5;2102;Bisamberg;AT;Niederösterreich;Weinviertel;+43 664 5870494;johannes.stuttner@gmx.at;ÖWM-Betriebssuche
Stöckl (Birkenstrasse);Birkenstrasse 25;2051;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 2945 2643;;ÖWM-Betriebssuche
Stöckl (Mitterweg);Mitterweg 29;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 70294;;ÖWM-Betriebssuche
Stöckl (Winterzeile);Winterzeile 90;2245;Velm-Götzendorf;AT;Niederösterreich;Weinviertel;+43 2538 87595;stoeckljohann@aon.at;ÖWM-Betriebssuche
Stöcklhof;Hauptstrasse 74;2504;Sooß;AT;Niederösterreich;Thermenregion;+43 2252 87309;;ÖWM-Betriebssuche
Stöger (Erdölstraße);Erdölstraße 11;2185;Wilfersdorf;AT;Niederösterreich;Weinviertel;+43 664 5935549;weinbau.stoeger@aon.at;ÖWM-Betriebssuche
Stöger (Grünz);Grünz 9;3123;Obritzberg-Rust;AT;Niederösterreich;Traisental;+43 2786 2371;;ÖWM-Betriebssuche
Stöger (Herrengasse);Herrengasse 18;2135;Neudorf im Weinviertel;AT;Niederösterreich;Weinviertel;+43 677 62342180;marcel.stoeger99@gmail.com;ÖWM-Betriebssuche
Stöger (Nr.);Nr. 57;3601;Dürnstein;AT;Niederösterreich;Wachau;+43 2711 396;;ÖWM-Betriebssuche
Stöger (Wildendürnbach);Wildendürnbach 392;2164;Wildendürnbach;AT;Niederösterreich;Weinviertel;+43 2523 8752;siegfriedstoeger@aon.at;ÖWM-Betriebssuche
Stöger (Zwettlergasse);Zwettlergasse 6;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 76154;stoeger.florian@aon.at;ÖWM-Betriebssuche
Sulz;Nr. 64;2153;Stronsdorf;AT;Niederösterreich;Weinviertel;+43 2526 20121;guenter.sulz@gmx.at;ÖWM-Betriebssuche
Sulzer;Leopold-Gattringer- Strasse 57;2345;Brunn am Gebirge;AT;Niederösterreich;Thermenregion;+43 660 9886655;office@sulzerboos-weine.at;ÖWM-Betriebssuche
Summer;Wintergasse 2;2252;Angern an der March;AT;Niederösterreich;Weinviertel;+43 2283 2528;;ÖWM-Betriebssuche
Summer J.;Hauptstrasse 76;2213;Bockfließ;AT;Niederösterreich;Weinviertel;+43 2288 6369;summerwein@aon.at;ÖWM-Betriebssuche
Sunk Bernd u. Doris;Spitalgasse 9;2540;Bad Vöslau;AT;Niederösterreich;Thermenregion;+43 676 3927564;heuriger@sunk.at;ÖWM-Betriebssuche
Supperer Wolfgang und Bernadette;Herzoggasse 51;3602;Rossatz-Arnsdorf;AT;Niederösterreich;Wachau;+43 676 7514727;weingut@supperer.at;ÖWM-Betriebssuche
Sutter;Weinviertler Straße 6;3472;Hohenwarth-Mühlbach a.M.;AT;Niederösterreich;Weinviertel;+43 2957 200;office@weingut-sutter.at;ÖWM-Betriebssuche
Svehla-Preiss;Hundsheim 21;3512;Mautern an der Donau;AT;Niederösterreich;Wachau;+43 2732 59133;winzerhof.svehla-preiss@aon.at;ÖWM-Betriebssuche
